question,answer
"Problème d'envoi de mail","Vérifiez votre connexion internet. Si elle est bonne, vérifiez que la taille de votre pièce jointe n'est pas trop grosse (limite de 25Mo en général). Redémarrez votre logiciel de messagerie (Outlook, etc.)."
"Comment faire un bon CV ?","Un bon CV doit être clair, tenir sur une seule page, et ne pas avoir de fautes d'orthographe. Utilisez des titres clairs (Formation, Expérience Professionnelle, Compétences) et un design sobre. Vous pouvez utiliser les modèles gratuits de Word ou de Canva."
"Aide pour faire mon CV","Un bon CV doit être clair, tenir sur une seule page, et ne pas avoir de fautes d'orthographe. Utilisez des titres clairs (Formation, Expérience Professionnelle, Compétences) et un design sobre. Vous pouvez utiliser les modèles gratuits de Word ou de Canva."
"Comment mettre en forme un document Word ?","Utilisez les 'Styles' (Titre 1, Titre 2, Normal) pour structurer votre document. Pour insérer un sommaire automatique, allez dans l'onglet 'Références' > 'Table des matières'."
"astuce word","Utilisez les 'Styles' (Titre 1, Titre 2, Normal) pour structurer votre document. Pour insérer un sommaire automatique, allez dans l'onglet 'Références' > 'Table des matières'."
"Comment s'inscrire à l'Université de Koudougou ?","L'Université Norbert Zongo (UNZ) de Koudougou utilise aussi la plateforme nationale CampusFaso (www.campusfaso.bf) pour la pré-inscription des nouveaux bacheliers. La procédure est la même que pour Ouagadougou."
"Inscription Norbert Zongo","L'Université Norbert Zongo (UNZ) de Koudougou utilise aussi la plateforme nationale CampusFaso (www.campusfaso.bf) pour la pré-inscription des nouveaux bacheliers. La procédure est la même que pour Ouagadougou."
"Comment s'inscrire à l'Université de Bobo-Dioulasso ?","L'Université Nazi Boni (UNB) de Bobo-Dioulasso utilise également la plateforme nationale CampusFaso (www.campusfaso.bf) pour la pré-inscription des nouveaux bacheliers. La procédure est la même que pour les autres universités publiques."
"Inscription Nazi Boni","L'Université Nazi Boni (UNB) de Bobo-Dioulasso utilise également la plateforme nationale CampusFaso (www.campusfaso.bf) pour la pré-inscription des nouveaux bacheliers. La procédure est la même que pour les autres universités publiques."
"J'ai été orienté sur CampusFaso, c'est tout ?","Non. L'étape CampusFaso est la pré-inscription. Après avoir été orienté, vous devez suivre le calendrier de l'université pour l'inscription physique. Cela implique de se présenter à la scolarité de votre UFR (Unité de Formation) avec vos documents originaux (Diplôme du Bac, CNIB, etc.) pour finaliser."
"Que faire après l'orientation CampusFaso ?","Non. L'étape CampusFaso est la pré-inscription. Après avoir été orienté, vous devez suivre le calendrier de l'université pour l'inscription physique. Cela implique de se présenter à la scolarité de votre UFR (Unité de Formation) avec vos documents originaux (Diplôme du Bac, CNIB, etc.) pour finaliser."
"C'est quoi l'inscription physique à l'université ?","Non. L'étape CampusFaso est la pré-inscription. Après avoir été orienté, vous devez suivre le calendrier de l'université pour l'inscription physique. Cela implique de se présenter à la scolarité de votre UFR (Unité de Formation) avec vos documents originaux (Diplôme du Bac, CNIB, etc.) pour finaliser."
"Mon PC portable ne charge plus","Vérifiez que le chargeur est bien branché à la prise et au PC. Essayez une autre prise électrique. Si possible, testez avec un autre chargeur compatible. Si rien ne marche, la batterie ou le connecteur du PC est peut-être endommagé."
"La batterie de mon ordinateur ne charge pas","Vérifiez que le chargeur est bien branché à la prise et au PC. Essayez une autre prise électrique. Si possible, testez avec un autre chargeur compatible. Si rien ne marche, la batterie ou le connecteur du PC est peut-être endommagé."
"problème de batterie","Vérifiez que le chargeur est bien branché à la prise et au PC. Essayez une autre prise électrique. Si possible, testez avec un autre chargeur compatible. Si rien ne marche, la batterie ou le connecteur du PC est peut-être endommagé."
"Comment se réinscrire à l'université ? (ancien étudiant)","La réinscription pour les anciens étudiants ne se fait pas sur CampusFaso. Elle se fait directement en ligne sur la plateforme de scolarité de votre université (par exemple, GESTSCO pour l'UJKZ). Les dates sont fixées par l'université chaque année."
"Réinscription UJKZ","La réinscription pour les anciens étudiants ne se fait pas sur CampusFaso. Elle se fait directement en ligne sur la plateforme de scolarité de votre université (par exemple, GESTSCO pour l'UJKZ). Les dates sont fixées par l'université chaque année."
"Comment installer un logiciel téléchargé ?","La plupart des logiciels viennent sous forme de fichier '.exe' (sur Windows). Double-cliquez sur le fichier et suivez les instructions de l'assistant d'installation ('Suivant', 'Accepter', 'Installer')."
"problème installation .exe","La plupart des logiciels viennent sous forme de fichier '.exe' (sur Windows). Double-cliquez sur le fichier et suivez les instructions de l'assistant d'installation ('Suivant', 'Accepter', 'Installer')."
"Mon écran est devenu noir d'un coup","L'ordinateur est-il toujours allumé (voyants, bruit) ? Si oui, l'écran est peut-être en veille. Bougez la souris. Si ça ne marche pas, essayez de le brancher à un écran externe (TV ou moniteur) avec un câble HDMI. Si l'écran externe fonctionne, votre écran de PC a un problème."
"écran noir mais le pc tourne","L'ordinateur est-il toujours allumé (voyants, bruit) ? Si oui, l'écran est peut-être en veille. Bougez la souris. Si ça ne marche pas, essayez de le brancher à un écran externe (TV ou moniteur) avec un câble HDMI. Si l'écran externe fonctionne, votre écran de PC a un problème."
"C'est quoi le Cloud ?","Le 'Cloud' (comme Google Drive, OneDrive, ou Dropbox) est un service de stockage en ligne. Il vous permet de sauvegarder vos fichiers sur internet pour y accéder depuis n'importe quel appareil et les protéger en cas de panne de votre PC."
"A quoi sert Google Drive ?","Le 'Cloud' (comme Google Drive, OneDrive, ou Dropbox) est un service de stockage en ligne. Il vous permet de sauvegarder vos fichiers sur internet pour y accéder depuis n'importe quel appareil et les protéger en cas de panne de votre PC."
"d'accord merci","Je vous en prie ! Je reste disponible si vous avez d'autres questions."
"c'est noté","Parfait. N'hésitez pas si vous avez une autre préoccupation."
"Comment activer Microsoft Office ?","Pour activer Office (Word, Excel, etc.), vous devez vous connecter avec le compte Microsoft associé à votre licence. Si c'est préinstallé, suivez les instructions à l'écran. Sinon, entrez la clé de produit si vous en avez une."
"Problème d'activation Office","Pour activer Office (Word, Excel, etc.), vous devez vous connecter avec le compte Microsoft associé à votre licence. Si c'est préinstallé, suivez les instructions à l'écran. Sinon, entrez la clé de produit si vous en avez une."
"Word me dit que le produit n'est pas activé","Pour activer Office (Word, Excel, etc.), vous devez vous connecter avec le compte Microsoft associé à votre licence. Si c'est préinstallé, suivez les instructions à l'écran. Sinon, entrez la clé de produit si vous en avez une."
"Comment mettre à jour Windows ?","Allez dans 'Paramètres' > 'Mise à jour et sécurité' > 'Windows Update' et cliquez sur 'Rechercher des mises à jour'. Les mises à jour sont importantes pour la sécurité."
"mon windows n'est pas à jour","Allez dans 'Paramètres' > 'Mise à jour et sécurité' > 'Windows Update' et cliquez sur 'Rechercher des mises à jour'. Les mises à jour sont importantes pour la sécurité."
"Comment fonctionne la mise à jour sur Mac ?","Sur un Mac, allez dans le 'Menu Pomme' (en haut à gauche) > 'Préférences Système' (ou 'Réglages Système') > 'Général' > 'Mise à jour de logiciels'. Le système vérifiera les mises à jour pour macOS."
"Mettre à jour mon Mac","Sur un Mac, allez dans le 'Menu Pomme' (en haut à gauche) > 'Préférences Système' (ou 'Réglages Système') > 'Général' > 'Mise à jour de logiciels'. Le système vérifiera les mises à jour pour macOS."
"Mon iPhone ne veut pas se mettre à jour","Assurez-vous d'être connecté au Wi-Fi et que votre batterie est chargée (plus de 50% ou branchée). Allez dans 'Réglages' > 'Général' > 'Mise à jour logicielle'."
"problème mise à jour iOS","Assurez-vous d'être connecté au Wi-Fi et que votre batterie est chargée (plus de 50% ou branchée). Allez dans 'Réglages' > 'Général' > 'Mise à jour logicielle'."
"C'est quoi un 'driver' ou 'pilote' ?","Un pilote (ou 'driver') est un petit logiciel qui permet à Windows de communiquer avec un appareil (comme une imprimante, une carte graphique ou une webcam). Il faut les garder à jour."
"Comment installer un pilote ?","Le plus simple est de passer par 'Windows Update' (dans les Paramètres). Pour les cartes graphiques (Nvidia, AMD), il est mieux de télécharger le pilote sur le site officiel du fabricant."
"Mon disque dur externe n'est pas reconnu","Branchez-le sur un autre port USB. Si ça ne marche pas, allez dans 'Gestion des disques' sur Windows pour voir s'il apparaît. Il a peut-être besoin d'être formaté ou d'avoir une lettre de lecteur."
"clé usb non reconnue","Branchez-la sur un autre port USB. Si ça ne marche pas, allez dans 'Gestion des disques' sur Windows pour voir s'il apparaît. Il a peut-être besoin d'être formaté ou d'avoir une lettre de lecteur."
"problème disque dur externe","Branchez-le sur un autre port USB. Si ça ne marche pas, allez dans 'Gestion des disques' sur Windows pour voir s'il apparaît. Il a peut-être besoin d'être formaté ou d'avoir une lettre de lecteur."
"Mon téléphone ne se connecte pas au PC","Vérifiez votre câble USB. Quand vous le branchez, le téléphone doit vous demander 'Autoriser ce PC ?' ou 'Mode de connexion' (choisissez 'Transfert de fichiers' ou 'MTP')."
"connecter smartphone au PC","Vérifiez votre câble USB. Quand vous le branchez, le téléphone doit vous demander 'Autoriser ce PC ?' ou 'Mode de connexion' (choisissez 'Transfert de fichiers' ou 'MTP')."
"comment transférer des photos de mon téléphone ?","Vérifiez votre câble USB. Quand vous le branchez, le téléphone doit vous demander 'Autoriser ce PC ?' ou 'Mode de connexion' (choisissez 'Transfert de fichiers' ou 'MTP')."
"Comment faire un 'reset' de mon téléphone ? (Android)","Attention, cela efface tout ! Allez dans 'Paramètres' > 'Système' > 'Options de réinitialisation' > 'Effacer toutes les données (rétablir la configuration d'usine)'."
"Comment réinitialiser un iPhone ?","Attention, cela efface tout ! Allez dans 'Réglages' > 'Général' > 'Transférer ou réinitialiser l'iPhone' > 'Effacer contenu et réglages'."
"Qu'est-ce que iCloud ?","iCloud est le service de cloud d'Apple. Il sauvegarde automatiquement vos photos, contacts et réglages de votre iPhone ou Mac. Il vous permet aussi de localiser votre appareil s'il est perdu."
"A quoi sert OneDrive ?","OneDrive est le service de cloud de Microsoft, intégré à Windows. Il sauvegarde vos fichiers (surtout le Bureau, les Documents et les Images) en ligne pour les protéger et y accéder partout."
"C'est quoi le 'BIOS' ?","Le BIOS (ou UEFI) est le premier programme qui se lance quand vous allumez votre PC. C'est là que vous pouvez changer l'ordre de démarrage (ex: pour démarrer sur une clé USB) ou régler l'heure système."
"Comment entrer dans le BIOS ?","Pour entrer dans le BIOS, vous devez appuyer sur une touche spécifique (souvent 'Suppr', 'F2', 'F10' ou 'F12') juste après avoir allumé l'ordinateur, avant que Windows ne démarre."
"Mon PC est bloqué sur le logo au démarrage","Essayez de l'éteindre de force (en maintenant le bouton d'alimentation). Débranchez tous les périphériques USB (sauf le clavier) et redémarrez. Si ça ne marche pas, il faut peut-être réparer le démarrage de Windows."
